etiqueta,persona,id_muestra,frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,ubic_izq_x,ubic_izq_y,ubic_der_x,ubic_der_y,ubic_nariz_x,ubic_nariz_y,ubic_ojos_x,ubic_ojos_y,ubic_boca_x,ubic_boca_y,ubic_orejaizq_x,ubic_orejaizq_y,ubic_orejader_x,ubic_orejader_y
PRUEBA_1,prueba,2,22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029879,-0.030097,-0.010894,0.053293,-0.077701,-0.015717,0.070490,-0.120281,-0.020562,0.087545,-0.145907,-0.025445,0.037043,-0.154409,-0.005692,0.043578,-0.211218,-0.014299,0.043923,-0.246755,-0.022696,0.043173,-0.278406,-0.029274,0.016027,-0.165043,-0.007701,0.016301,-0.234207,-0.015163,0.014534,-0.276365,-0.023251,0.011787,-0.313247,-0.029320,-0.003604,-0.161179,-0.011413,-0.006914,-0.224398,-0.019104,-0.009552,-0.266086,-0.025630,-0.012521,-0.303909,-0.030490,-0.022931,-0.145176,-0.016357,-0.027951,-0.190422,-0.023562,-0.031641,-0.219565,-0.026611,-0.035386,-0.247945,-0.028570,0.000000,0.000000,-0.981771,-0.583531,0.073372,-0.976960,0.056670,-1.156362,0.062593,-0.800235,0.212111,-1.076538,-0.174301,-1.066570
PRUEBA_1,prueba,2,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030122,-0.030692,-0.010355,0.053215,-0.078727,-0.014996,0.069999,-0.121645,-0.019743,0.087149,-0.147324,-0.024592,0.036701,-0.155090,-0.005518,0.042960,-0.211734,-0.014175,0.043215,-0.247371,-0.022591,0.042372,-0.279254,-0.029207,0.015413,-0.165584,-0.007904,0.015397,-0.234779,-0.015477,0.013595,-0.276938,-0.023564,0.010789,-0.314097,-0.029623,-0.004346,-0.161339,-0.011940,-0.007911,-0.224782,-0.019764,-0.010816,-0.266815,-0.026223,-0.014018,-0.305137,-0.030997,-0.023664,-0.144925,-0.017151,-0.028746,-0.190871,-0.024521,-0.032393,-0.220717,-0.027599,-0.036074,-0.249839,-0.029541,0.000000,0.000000,-0.979869,-0.569384,0.071728,-0.976836,0.055751,-1.156181,0.061085,-0.800177,0.212348,-1.076723,-0.173693,-1.067741
PRUEBA_1,prueba,2,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030240,-0.030389,-0.010545,0.053208,-0.076800,-0.015338,0.070278,-0.119324,-0.020291,0.087033,-0.145656,-0.025298,0.036723,-0.154708,-0.004946,0.042973,-0.211302,-0.013539,0.043078,-0.246574,-0.022069,0.042071,-0.278273,-0.028741,0.015770,-0.165282,-0.007107,0.016174,-0.233389,-0.014454,0.014314,-0.275468,-0.022657,0.011431,-0.312769,-0.028913,-0.003927,-0.161411,-0.010994,-0.007002,-0.224070,-0.018616,-0.010086,-0.265551,-0.025160,-0.013580,-0.303338,-0.030065,-0.023307,-0.145600,-0.016098,-0.027905,-0.191120,-0.023225,-0.031613,-0.220280,-0.026223,-0.035627,-0.248657,-0.028162,0.000000,0.000000,-0.984844,-0.561095,0.062286,-0.972198,0.049871,-1.152016,0.055271,-0.793460,0.212302,-1.072807,-0.174407,-1.063954
PRUEBA_1,prueba,2,25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030268,-0.029990,-0.010971,0.053166,-0.076142,-0.015953,0.070096,-0.118742,-0.021010,0.087033,-0.144965,-0.026113,0.036492,-0.154682,-0.005407,0.042665,-0.211283,-0.014073,0.042714,-0.246499,-0.022664,0.041710,-0.278455,-0.029420,0.015557,-0.165113,-0.007392,0.015879,-0.232982,-0.014896,0.013983,-0.274992,-0.023212,0.011171,-0.312471,-0.029545,-0.004108,-0.160956,-0.011121,-0.007137,-0.223671,-0.018937,-0.010144,-0.265190,-0.025629,-0.013514,-0.303130,-0.030611,-0.023460,-0.144937,-0.016092,-0.028029,-0.190523,-0.023511,-0.031867,-0.219810,-0.026743,-0.035992,-0.248398,-0.028809,0.000000,0.000000,-0.983957,-0.560618,0.059362,-0.970931,0.047435,-1.150726,0.052968,-0.791445,0.212216,-1.071897,-0.174371,-1.063262
PRUEBA_1,prueba,2,26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030627,-0.031248,-0.009885,0.053339,-0.078660,-0.014477,0.070368,-0.120530,-0.019315,0.087630,-0.145493,-0.024261,0.036509,-0.154848,-0.005103,0.042711,-0.211701,-0.013488,0.042575,-0.246834,-0.021808,0.041218,-0.278818,-0.028401,0.015409,-0.165415,-0.007595,0.015058,-0.234398,-0.014835,0.012964,-0.276091,-0.022786,0.010035,-0.313143,-0.028806,-0.004290,-0.161599,-0.011668,-0.007768,-0.225175,-0.019113,-0.010824,-0.266400,-0.025434,-0.014095,-0.304076,-0.030170,-0.023503,-0.145500,-0.016882,-0.028730,-0.190850,-0.023991,-0.032385,-0.219997,-0.026936,-0.035970,-0.248242,-0.028770,0.000000,0.000000,-0.988023,-0.556051,0.058907,-0.972388,0.046706,-1.152566,0.051838,-0.794234,0.212245,-1.073394,-0.174864,-1.064892
PRUEBA_1,prueba,2,27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030592,-0.031907,-0.009807,0.053415,-0.080227,-0.014336,0.070586,-0.122834,-0.019128,0.087969,-0.147725,-0.024033,0.036161,-0.155696,-0.005026,0.042121,-0.213669,-0.013333,0.042134,-0.249274,-0.021606,0.040955,-0.281315,-0.028125,0.015157,-0.165768,-0.007534,0.014437,-0.235457,-0.014629,0.012133,-0.277469,-0.022556,0.008837,-0.314494,-0.028546,-0.004479,-0.161864,-0.011606,-0.007994,-0.225879,-0.018841,-0.011057,-0.267207,-0.025050,-0.014638,-0.304576,-0.029699,-0.023710,-0.145853,-0.016821,-0.029015,-0.191495,-0.023667,-0.033095,-0.220668,-0.026400,-0.037407,-0.248611,-0.028070,0.000000,0.000000,-0.990561,-0.542652,0.061610,-0.969881,0.048463,-1.150418,0.054008,-0.790316,0.213389,-1.071565,-0.174151,-1.063042
PRUEBA_1,prueba,2,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030631,-0.030955,-0.010082,0.053663,-0.078874,-0.014650,0.070868,-0.121530,-0.019437,0.088311,-0.146133,-0.024346,0.036278,-0.154658,-0.005223,0.042325,-0.212334,-0.013477,0.042358,-0.248018,-0.021696,0.041275,-0.280235,-0.028216,0.015474,-0.165101,-0.007456,0.015002,-0.234533,-0.014531,0.012768,-0.276667,-0.022404,0.009570,-0.313590,-0.028404,-0.004011,-0.161682,-0.011277,-0.007449,-0.225626,-0.018552,-0.010524,-0.266806,-0.024919,-0.014167,-0.303695,-0.029721,-0.023003,-0.146247,-0.016265,-0.028248,-0.191631,-0.023143,-0.032649,-0.220122,-0.026027,-0.037468,-0.247187,-0.027861,0.000000,0.000000,-0.990821,-0.545675,0.059588,-0.970151,0.047212,-1.150746,0.052131,-0.790264,0.213640,-1.072049,-0.174432,-1.063541
PRUEBA_1,prueba,2,29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030422,-0.031464,-0.009658,0.053332,-0.079589,-0.014005,0.070270,-0.121766,-0.018646,0.087746,-0.146615,-0.023505,0.036321,-0.154486,-0.005139,0.042311,-0.212200,-0.013556,0.042300,-0.247615,-0.021782,0.041004,-0.279702,-0.028300,0.015099,-0.164332,-0.007842,0.014470,-0.233650,-0.015243,0.012206,-0.275035,-0.023319,0.008929,-0.311899,-0.029423,-0.004717,-0.159928,-0.012090,-0.008066,-0.223643,-0.019759,-0.011218,-0.265015,-0.026100,-0.014883,-0.303133,-0.030826,-0.024247,-0.143691,-0.017439,-0.028950,-0.189663,-0.024724,-0.032323,-0.218851,-0.027601,-0.036020,-0.247286,-0.029390,0.000000,0.000000,-0.995820,-0.539378,0.058044,-0.968036,0.045788,-1.149102,0.050778,-0.786686,0.213051,-1.072577,-0.175225,-1.063734
PRUEBA_1,prueba,2,30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030420,-0.031164,-0.009758,0.053429,-0.078730,-0.013958,0.070114,-0.121078,-0.018446,0.086877,-0.145855,-0.023118,0.035743,-0.154783,-0.004584,0.041564,-0.212002,-0.012783,0.041656,-0.247515,-0.021065,0.040590,-0.279777,-0.027674,0.015088,-0.164798,-0.007035,0.014860,-0.233149,-0.014145,0.012617,-0.275033,-0.022222,0.009357,-0.312319,-0.028422,-0.004259,-0.160877,-0.011090,-0.007498,-0.223709,-0.018468,-0.010578,-0.264840,-0.024980,-0.014267,-0.302118,-0.029910,-0.023355,-0.145088,-0.016300,-0.028376,-0.190287,-0.023286,-0.032429,-0.218589,-0.026249,-0.036936,-0.245824,-0.028187,0.000000,0.000000,-0.994270,-0.537093,0.058348,-0.964996,0.046153,-1.147079,0.051139,-0.783637,0.213664,-1.071714,-0.174304,-1.064532
PRUEBA_1,prueba,2,31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030264,-0.031502,-0.010097,0.053074,-0.078336,-0.014581,0.070267,-0.120132,-0.019298,0.087110,-0.145221,-0.024138,0.035484,-0.155803,-0.004739,0.041182,-0.212716,-0.012920,0.041245,-0.247915,-0.021275,0.040325,-0.280051,-0.027929,0.014792,-0.165601,-0.006972,0.014565,-0.232916,-0.013934,0.012477,-0.274371,-0.021998,0.009579,-0.311525,-0.028243,-0.004605,-0.161276,-0.010849,-0.007572,-0.223025,-0.018060,-0.010570,-0.263581,-0.024547,-0.014032,-0.300488,-0.029504,-0.023634,-0.145147,-0.015928,-0.028539,-0.189405,-0.022800,-0.032661,-0.217219,-0.025744,-0.037220,-0.244095,-0.027668,0.000000,0.000000,-0.994601,-0.543036,0.058949,-0.975189,0.046336,-1.154774,0.051288,-0.795721,0.213505,-1.076839,-0.174445,-1.068665
PRUEBA_1,prueba,2,32,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030432,-0.031590,-0.009801,0.053165,-0.078350,-0.014132,0.070262,-0.120003,-0.018742,0.086889,-0.144894,-0.023508,0.035629,-0.155267,-0.004589,0.041296,-0.212118,-0.012726,0.041398,-0.247332,-0.021046,0.040522,-0.279425,-0.027681,0.014892,-0.165152,-0.006940,0.014629,-0.232561,-0.013873,0.012537,-0.274081,-0.021923,0.009624,-0.311189,-0.028161,-0.004518,-0.160877,-0.010902,-0.007500,-0.222620,-0.018077,-0.010458,-0.263257,-0.024579,-0.013938,-0.300172,-0.029557,-0.023563,-0.144731,-0.016033,-0.028460,-0.189063,-0.022868,-0.032578,-0.216912,-0.025799,-0.037169,-0.243769,-0.027729,0.000000,0.000000,-0.993648,-0.543335,0.060518,-0.973939,0.047663,-1.153694,0.052482,-0.794470,0.214646,-1.075790,-0.173471,-1.068639
PRUEBA_1,prueba,2,33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030123,-0.031201,-0.009603,0.052636,-0.078015,-0.013920,0.069669,-0.119603,-0.018580,0.086603,-0.144684,-0.023371,0.035620,-0.156494,-0.003916,0.041185,-0.212775,-0.011961,0.041241,-0.248020,-0.020308,0.040287,-0.280106,-0.026979,0.015133,-0.166233,-0.006442,0.014895,-0.233463,-0.013358,0.012722,-0.275003,-0.021448,0.009660,-0.312259,-0.027680,-0.004284,-0.161755,-0.010602,-0.007271,-0.223798,-0.017862,-0.010211,-0.264455,-0.024338,-0.013642,-0.301733,-0.029236,-0.023625,-0.145311,-0.015915,-0.028851,-0.190250,-0.022859,-0.032963,-0.218379,-0.025785,-0.037315,-0.245815,-0.027662,0.000000,0.000000,-0.991488,-0.545497,0.062325,-0.973103,0.049453,-1.153425,0.053788,-0.793055,0.215978,-1.075602,-0.172865,-1.068337
PRUEBA_1,prueba,2,34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030226,-0.030980,-0.009624,0.052960,-0.078316,-0.013941,0.069634,-0.120320,-0.018599,0.086191,-0.146133,-0.023400,0.035574,-0.157468,-0.004300,0.041075,-0.214016,-0.012652,0.041493,-0.249548,-0.021175,0.040860,-0.282380,-0.027955,0.015047,-0.167161,-0.006852,0.014846,-0.234779,-0.014034,0.012958,-0.276125,-0.022188,0.009999,-0.313320,-0.028429,-0.004294,-0.162641,-0.011017,-0.007449,-0.224992,-0.018512,-0.010565,-0.265683,-0.024971,-0.014475,-0.302917,-0.029792,-0.023321,-0.145937,-0.016340,-0.028192,-0.191690,-0.023436,-0.032556,-0.219923,-0.026355,-0.037703,-0.247249,-0.028184,0.000000,0.000000,-0.989024,-0.545276,0.062473,-0.971900,0.049686,-1.152311,0.053932,-0.791965,0.216072,-1.074466,-0.172646,-1.068563
PRUEBA_1,prueba,2,35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029957,-0.030514,-0.010288,0.052759,-0.078559,-0.014784,0.069455,-0.121008,-0.019471,0.086461,-0.146081,-0.024322,0.035460,-0.156322,-0.004955,0.041554,-0.211576,-0.013481,0.042156,-0.246161,-0.022107,0.041643,-0.277824,-0.028941,0.015067,-0.166371,-0.007289,0.014991,-0.234130,-0.014645,0.013146,-0.275549,-0.022862,0.010174,-0.312641,-0.029170,-0.004075,-0.161989,-0.011312,-0.007049,-0.224440,-0.019070,-0.010019,-0.265955,-0.025830,-0.013649,-0.304110,-0.030892,-0.023107,-0.145310,-0.016526,-0.028036,-0.191132,-0.023846,-0.032108,-0.220045,-0.027034,-0.036741,-0.248177,-0.029140,0.000000,0.000000,-0.987327,-0.550536,0.063631,-0.983057,0.050741,-1.162577,0.054390,-0.806220,0.216293,-1.078231,-0.172137,-1.077310
PRUEBA_1,prueba,2,36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029961,-0.030870,-0.010058,0.052687,-0.078703,-0.014515,0.069340,-0.121010,-0.019216,0.086372,-0.146103,-0.024082,0.035245,-0.156345,-0.004637,0.041430,-0.211853,-0.013113,0.042094,-0.246458,-0.021714,0.041711,-0.278008,-0.028525,0.014854,-0.166250,-0.007098,0.014463,-0.234058,-0.014402,0.012501,-0.275446,-0.022645,0.009545,-0.312492,-0.028976,-0.004209,-0.161809,-0.011240,-0.007376,-0.224023,-0.018925,-0.010250,-0.265554,-0.025655,-0.013688,-0.303800,-0.030715,-0.023107,-0.145088,-0.016553,-0.028127,-0.190648,-0.023828,-0.032041,-0.219526,-0.026979,-0.036417,-0.247700,-0.029061,0.000000,0.000000,-0.986809,-0.551288,0.065989,-0.986560,0.052768,-1.165868,0.056155,-0.808822,0.216976,-1.080753,-0.171517,-1.079342
PRUEBA_1,prueba,2,37,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030267,-0.030138,-0.010683,0.053624,-0.077546,-0.015347,0.070777,-0.120459,-0.020070,0.087970,-0.146997,-0.024912,0.036648,-0.155802,-0.005511,0.042741,-0.212905,-0.013977,0.042423,-0.248185,-0.022399,0.040943,-0.280118,-0.029055,0.015846,-0.166114,-0.007564,0.015094,-0.234340,-0.014832,0.012709,-0.275631,-0.022974,0.009411,-0.312458,-0.029194,-0.003600,-0.161839,-0.011286,-0.007194,-0.224649,-0.018855,-0.010429,-0.265405,-0.025344,-0.014075,-0.302940,-0.030221,-0.022774,-0.145359,-0.016215,-0.028191,-0.190443,-0.023545,-0.032180,-0.219255,-0.026704,-0.036285,-0.247539,-0.028694,0.000000,0.000000,-0.994921,-0.545502,0.069551,-0.982161,0.056519,-1.162231,0.058478,-0.803655,0.217426,-1.077125,-0.170156,-1.076151
PRUEBA_1,prueba,2,38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030091,-0.030852,-0.010221,0.053054,-0.079144,-0.014750,0.069844,-0.121650,-0.019470,0.087127,-0.147797,-0.024390,0.035886,-0.155916,-0.005491,0.041885,-0.212457,-0.014094,0.041553,-0.247451,-0.022553,0.039980,-0.279221,-0.029219,0.015044,-0.165812,-0.007861,0.014410,-0.233501,-0.015317,0.011831,-0.274562,-0.023457,0.008263,-0.311368,-0.029676,-0.004476,-0.161371,-0.011862,-0.007824,-0.223886,-0.019465,-0.011014,-0.264093,-0.025831,-0.014689,-0.301301,-0.030646,-0.023747,-0.144949,-0.017043,-0.028909,-0.189846,-0.024277,-0.032901,-0.218407,-0.027326,-0.037172,-0.246403,-0.029287,0.000000,0.000000,-0.992667,-0.541315,0.071579,-0.979065,0.057671,-1.158622,0.059473,-0.799748,0.217854,-1.074671,-0.169224,-1.073453
